"SITE_NO","RSQA_STUDY","STATION_NM","COUNTY_NM","STATE_CD","STATE_NM","STATE_ABBREV","RECORD_NO","AGENCY_CD","MEDIUM_CD_DESC","MEDIUM_CD_DEF","SAMPLE_START_DT","SAMPLE_START_TZ_DESC","SAMPLE_END_DT","SAMPLE_END_TZ_DESC","SAMPLE_START_LOCAL_DISP_FM","SAMPLE_START_UTC_DISP_FM","SAMPLE_END_LOCAL_DISP_FM","SAMPLE_END_UTC_DISP_FM","LOCAL_TZ_DESC","TM_DATUM_RLBLTY_CD","HYD_COND_CD","SAMP_TYPE_CD","HYD_EVENT_CD","TU_1_NM","BODY_PART_NM","METH_CD","METH_NM","RESULT_VA","RESULT_SG","RESULT_RD","REMARK_CD","RPT_LEV_VA","RPT_LEV_SG","RPT_LEV_CD","RPT_LEV_NM","PARM_CD","PARM_SEQ_GRP_NM","PARM_SEQ_GRP_DS","PARM_NM","LOAD_DT"
"420103076540701","NESQA","MUDLICK CREEK AT SEELEY CREEK NY","Chemung County","36","New York","NY","01602989","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/3/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030900","201608031400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","504.1","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"420103076540701","NESQA","MUDLICK CREEK AT SEELEY CREEK NY","Chemung County","36","New York","NY","01602989","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/3/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030900","201608031400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","18.7","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"01513725       ","NESQA","NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY","Broome County","36","New York","NY","01602990","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 1:25:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010825","201608011325","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","517","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"430629077274701","NESQA","THOMAS CREEK AT EAST ROCHESTER NY","Monroe County","36","New York","NY","01602993","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/6/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608061100","201608061600","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","23.6","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"01195490       ","NESQA","QUINNIPIAC RIVER AT SOUTHINGTON, CT","Hartford County","09","Connecticut","CT","01602238","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040902","201608041402","","","Eastern Standard Time","K","X","9","X","Esox                               ","Fillet","-9999","Null Value","114","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:55:00 AM"
"01195490       ","NESQA","QUINNIPIAC RIVER AT SOUTHINGTON, CT","Hartford County","09","Connecticut","CT","01602238","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040902","201608041402","","","Eastern Standard Time","K","X","9","X","Esox                               ","Fillet","-9999","Null Value","1","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01209901       ","NESQA","RIPPOWAM RIVER AT STAMFORD, CT.","Fairfield County","09","Connecticut","CT","01602239","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040801","201608041301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","69","2","2","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:55:00 AM"
"01209901       ","NESQA","RIPPOWAM RIVER AT STAMFORD, CT.","Fairfield County","09","Connecticut","CT","01602240","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040901","201608041401","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","7.5","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:55:00 AM"
"01105000       ","NESQA","NEPONSET RIVER AT NORWOOD, MA","Norfolk County","25","Massachusetts","MA","01602218","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 12:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010802","201608011202","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","9.1","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:55:00 AM"
"01105000       ","NESQA","NEPONSET RIVER AT NORWOOD, MA","Norfolk County","25","Massachusetts","MA","01602218","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 12:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010802","201608011202","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","9","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01105000       ","NESQA","NEPONSET RIVER AT NORWOOD, MA","Norfolk County","25","Massachusetts","MA","01602220","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010901","201608011301","","","Eastern Standard Time","K","X","9","X","Micropterus                        ","Fillet","-9999","Null Value","40.2","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:55:00 AM"
"01209700       ","NESQA","NORWALK RIVER AT SOUTH WILTON, CT","Fairfield County","09","Connecticut","CT","01602221","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030801","201608031301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","6.7","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:55:00 AM"
"01513725       ","NESQA","NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY","Broome County","36","New York","NY","01602990","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 1:25:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010825","201608011325","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","31.31","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"430629077274701","NESQA","THOMAS CREEK AT EAST ROCHESTER NY","Monroe County","36","New York","NY","01602993","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/6/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608061100","201608061600","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","57.18","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"413453076041101","NESQA","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA","Wyoming County","42","Pennsylvania","PA","01602995","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040900","201608041400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","566.6","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"413453076041101","NESQA","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA","Wyoming County","42","Pennsylvania","PA","01602995","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040900","201608041400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","26.07","4","3","","0.1","1","MRL   ","Minimum reporting level","62359","Biological","Biological","Pheophytin a, periphyton","7/19/2019 11:18:00 AM"
"415929076544401","NESQA","HAMMOND CREEK NEAR WELLS PA","Bradford County","42","Pennsylvania","PA","01602994","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/3/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031400","201608031900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","675.2","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"413453076041101","NESQA","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA","Wyoming County","42","Pennsylvania","PA","01602995","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040900","201608041400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","14.1","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"413735076162701","NESQA","SUGAR RUN NEAR WILMOT PA","Bradford County","42","Pennsylvania","PA","01602996","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 6:10:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041310","201608041810","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","18.2","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01601204","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","5/25/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201605250900","201605251400","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","23.07","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:01:00 AM"
"01209700       ","NESQA","NORWALK RIVER AT SOUTH WILTON, CT","Fairfield County","09","Connecticut","CT","01602221","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030801","201608031301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","10","2","2","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01209700       ","NESQA","NORWALK RIVER AT SOUTH WILTON, CT","Fairfield County","09","Connecticut","CT","01602222","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030901","201608031401","","","Eastern Standard Time","K","X","9","X","Exoglossum                         ","Organism, whole","-9999","Null Value","12.6","3","3","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 10:55:00 AM"
"01209700       ","NESQA","NORWALK RIVER AT SOUTH WILTON, CT","Fairfield County","09","Connecticut","CT","01602222","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030901","201608031401","","","Eastern Standard Time","K","X","9","X","Exoglossum                         ","Organism, whole","-9999","Null Value","7.4","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:55:00 AM"
